freq	lex	sub
-251.367657002	-289.759246006	-234.801250857
-208.344837066	-330.927473129	-266.160920692
-203.755404484	-291.134213701	-243.575216452
-188.30148404	-305.536587708	-228.384697316
-255.004334446	-278.035565707	-216.71620717
-190.76583594	-266.960126642	-213.187448174
-238.360170326	-302.663919695	-264.345606317
-245.625780511	-342.714198992	-265.043064165
-234.188383416	-307.085499938	-240.77834106
-221.863188358	-339.937815545	-260.238505475
-262.470723014	-294.381259996	-247.742605054
-234.297986919	-317.641178238	-244.898718392
-191.845214664	-272.137251346	-204.610105777
-200.177086388	-341.605781945	-255.64616217
-210.595050963	-269.213794265	-224.502977592
-205.200305213	-303.735017515	-236.319904387
-210.852739945	-301.472339898	-229.398398607
-208.156539644	-332.045163407	-272.111558182
-221.642071876	-308.581828773	-230.012675313
-189.631760043	-316.395161127	-250.45023783
-223.644286668	-265.326237556	-234.187681762
-217.670717756	-340.692631057	-263.149904695
-207.392665165	-318.134969306	-255.367799859
-179.832815601	-305.196327565	-250.140127294
-215.113446335	-309.930575372	-245.232165095
-201.547953134	-299.962754128	-240.971674047
-209.771924022	-325.678747445	-262.101655127
-233.310488143	-320.091918586	-244.124802458
-198.525782727	-339.539640572	-243.566459378
-234.946697224	-312.198275221	-248.736718969
-188.088264112	-313.917335385	-238.422212881
-189.259509784	-310.367492574	-248.544157642
-206.569378504	-305.403486837	-236.036936341
-192.190193388	-306.819708942	-243.87711244
-223.092668352	-312.527395145	-244.578467904
-230.041382054	-335.85523585	-258.027699166
-251.649390119	-351.264816682	-270.330315546
-230.047340887	-336.795829422	-259.87370357
-215.848326715	-293.746763365	-249.638778128
-208.72479978	-310.852243656	-222.914399928
-227.993265473	-317.728021295	-247.968754981
-204.928737226	-311.951600402	-248.860626619
-228.78662715	-281.437643641	-229.611013513
-215.053211796	-295.551457226	-246.321677777
-226.031842106	-286.379614109	-222.257290123
-241.838892249	-327.229989855	-267.286770071
-161.909986455	-298.499797672	-241.671446852
-218.28875573	-304.732710314	-253.036909047
-235.371912694	-307.159553741	-242.393601354
-198.358109837	-271.088581412	-234.532671076
-222.742510256	-310.155495319	-247.377952544
-263.437273923	-332.387197737	-265.26374071
-251.03165943	-318.144854774	-246.5940541
-166.231744836	-295.639350706	-224.687494677
-179.187829028	-290.740218592	-222.597878524
-175.830010564	-304.488120249	-235.579932732
-151.251879943	-282.550348553	-237.658862522
-201.563725882	-309.919980597	-242.410887894
-191.172025358	-313.628444538	-256.347415803
-233.375922095	-302.250449447	-235.979052347
-234.069770538	-349.402531077	-253.480558505
-220.685959683	-317.008286869	-241.314985965
-222.482000659	-312.3140395	-221.7936139
-224.718441954	-330.02743619	-262.410175598
-186.179239777	-297.547485947	-269.276018159
-220.641781067	-325.791070197	-262.086751764
-210.178151375	-309.320610653	-244.009779025
-251.294500088	-333.108445102	-259.312547497
-226.515944073	-329.220667734	-258.452690274
-201.626766573	-274.503843935	-217.300826048
-154.049436375	-275.492730534	-222.374638285
-208.269060806	-319.993413815	-238.438961445
-228.928671847	-318.574032262	-219.663925107
-229.834977151	-322.532736105	-273.250259655
-194.002863327	-309.723799534	-227.665704199
-198.594663704	-323.981876796	-279.361188056
-222.033703048	-314.448615094	-242.584999907
-183.809633112	-314.286309094	-247.266290973
-261.207549728	-332.43759369	-244.211349386
-232.735697157	-300.515716868	-241.645257756
-270.98151608	-320.196150259	-244.116712255
-207.330316891	-305.143004188	-232.190909211
-222.27237206	-340.471041407	-254.190897204
-192.783196538	-284.287942773	-238.174224846
-214.985620609	-315.758721947	-242.933038643
-203.774960706	-301.227450369	-248.179929531
-245.728409775	-339.045465743	-285.083370171
-219.718163771	-303.427695227	-223.099017467
-230.444377784	-350.924413808	-267.054925023
-176.899901417	-280.43442972	-237.652992987
-203.384533568	-330.900861164	-253.258475663
-224.483261373	-300.583474913	-258.33797494
-198.519738727	-317.112947423	-240.019856612
-213.738649021	-286.872612447	-241.70465828
-209.668739205	-321.302971898	-235.20992125
-268.901943214	-285.591132887	-235.759100908
-262.169250386	-328.699021134	-246.575859608
-194.812556671	-270.760603388	-213.193129208
-224.811469999	-308.101472901	-248.74799016
-222.523028811	-320.755241293	-253.032091187
-223.099501532	-334.532803445	-284.620594673
-206.720747902	-286.592988361	-210.226007921
-186.427754802	-287.217658567	-231.776552183
-219.408026161	-341.379132855	-263.866277176
-219.733388635	-311.632593999	-250.840865925
-169.284224953	-281.798980237	-238.623996514
-178.207395235	-302.837562553	-237.566045221
-221.622446373	-316.351806886	-248.949058045
-226.834607473	-329.55583989	-254.182890089
-205.338204909	-306.766373281	-221.62311466
-193.999989024	-305.07260015	-213.321603268
-232.777372187	-322.155661172	-251.079651314
-256.814715034	-317.266441195	-241.888248175
-210.711701681	-317.428131931	-251.643142303
-217.942553491	-292.503805065	-236.74386943
-197.676926545	-298.278202991	-231.138210371
-195.726328916	-297.939218482	-229.722353708
-219.63272732	-345.082595651	-258.646898988
-193.376236916	-299.443399321	-240.82517571
-243.621921199	-295.842305612	-252.823924602
-259.41444756	-337.510822795	-253.305039181
-218.495928787	-325.125393214	-260.930885338
-210.540807976	-292.960032245	-218.492540992
-222.710529986	-325.316405542	-272.083961841
-219.345571782	-308.493005564	-256.899939491
-220.183685602	-309.189345326	-241.563305964
-221.433805263	-315.016777532	-224.922145887
-195.673365798	-308.659925183	-228.867884381
-252.566706904	-313.982122866	-247.613005521
-201.884885745	-329.415456122	-255.362170653
-221.832566593	-290.720689909	-228.600207173
-200.161015283	-295.331363488	-243.774204717
-182.022552537	-342.327423258	-265.98209514
-231.197125084	-323.294428251	-250.743124402
-219.403582054	-342.384062211	-273.327647527
-235.787307725	-316.861931985	-249.26841608
-206.403212295	-330.559888727	-274.679731947
-163.648088659	-298.843925269	-234.879258744
-214.453376806	-303.572562034	-240.11946326
-234.957055743	-344.909589657	-284.462716274
-200.513229005	-328.8456673	-249.828946399
-201.952176553	-295.862316034	-229.679812518
