freq	lex	sub
-714.204224461	-538.146853386	-679.095641425
-827.00197555	-569.901817989	-722.086235101
-680.827097249	-588.541407895	-682.672859403
-769.892890122	-549.062134249	-710.345712311
-718.274357948	-545.60907638	-707.551697101
-748.923365241	-547.12159136	-701.550242899
-817.880338175	-534.648997034	-682.535115059
-739.652537818	-514.450793618	-693.5975021
-680.502859652	-523.928637973	-681.389390931
-792.674509582	-536.657006341	-682.498109849
-656.401190863	-536.664367983	-685.837910366
-839.984502282	-579.444122794	-722.933644084
-737.276366364	-550.718115016	-687.991038001
-685.315884464	-530.017943985	-647.77188427
-755.60351063	-547.474888816	-694.177035583
-706.936349553	-525.034648001	-666.537437516
-724.337921046	-528.273724882	-704.148729408
-764.911279963	-564.460747051	-710.788149118
-810.959099853	-554.97926615	-700.397942521
-721.929998529	-530.374439811	-712.413208793
-762.119121874	-542.760330388	-703.963950288
-708.19957484	-557.944034301	-707.321234586
-836.009691186	-556.226997572	-693.189674559
-692.030304898	-557.039847678	-709.092425835
-687.852583416	-511.343782603	-697.883899211
-791.344888237	-522.934443654	-673.484021484
-657.192287647	-543.725458076	-711.999192718
-695.179217988	-525.692858012	-664.971292534
-677.77430625	-517.38103068	-674.144408622
-724.292469858	-521.982480347	-682.293814486
-725.966167495	-527.0251846	-684.605973894
-636.444773674	-584.768246079	-671.66701498
-851.25894095	-541.070332329	-706.903791169
-727.899500847	-540.546408213	-680.84524991
-723.48567075	-578.470224201	-714.011830855
-751.356731888	-535.016612975	-698.479516841
-706.041197702	-532.926040196	-708.099274237
-742.957656649	-616.128805336	-701.283625532
-813.434436952	-579.754811492	-714.597119818
-675.002261472	-475.395078298	-633.453109367
-737.871904039	-564.264246638	-729.195652597
-674.373010496	-507.017056984	-653.112509946
-698.627413908	-513.984867606	-682.84036784
-721.844577736	-522.982710709	-692.646238746
-801.957140013	-552.551692203	-734.056713494
-791.583014229	-563.209216329	-680.132410107
-770.829849091	-584.073443132	-729.326744563
-756.261903598	-529.212287903	-673.700486753
-734.327119468	-588.384050433	-738.378770878
-654.238452492	-536.619761403	-680.445175957
-777.636986444	-544.576782197	-704.576579629
-693.750994626	-555.316568522	-772.099817863
-752.623668444	-540.243650092	-675.039795507
-728.316288264	-520.841115844	-706.051028479
-705.139073878	-574.08334295	-729.240887834
-695.937200282	-540.32550399	-668.081597467
-744.886073077	-607.408927246	-720.95584582
-743.363083472	-586.61779326	-683.996320795
-753.515981699	-544.210933846	-676.069158202
-736.202916547	-530.798289744	-704.097355242
-696.136530502	-533.810474026	-693.06259514
-711.061788943	-558.460531455	-714.784453324
-776.60761902	-550.093065849	-712.279868813
-703.197206342	-559.594520861	-676.565006615
-695.856297265	-563.55147071	-687.595000373
-723.342055362	-563.264743968	-697.14487604
-701.493817553	-534.824579689	-707.318430525
-701.985660245	-531.230078366	-651.793628261
-764.503790139	-566.545680401	-716.607748725
-680.85308122	-555.352909237	-724.974514144
-703.829892174	-527.666473473	-700.790123324
-670.90529241	-524.836900667	-655.72353397
-724.970302894	-499.03635443	-667.467058362
-756.014102138	-538.597938628	-710.601232352
-687.341147194	-533.697174046	-677.594638156
-683.442685432	-580.807169235	-707.350533758
-681.900175526	-498.631171716	-669.534380186
-677.988739001	-511.491705519	-685.099981257
-691.196690952	-553.572164978	-640.572098136
-748.699646612	-529.403072079	-689.528502948
-714.692170019	-542.988079476	-706.07613747
-760.53176521	-560.980899077	-720.539442915
-714.170879542	-497.363995727	-695.000805613
-693.314996406	-508.839605866	-670.869588393
-740.903269099	-554.610522666	-670.698609955
-738.681237814	-519.011885295	-672.982897283
-786.556804251	-558.374295013	-710.024398868
-711.700761505	-535.479922521	-686.452291375
-720.579380926	-566.90853785	-704.624687135
-792.274915727	-551.98463313	-705.027428921
-742.214016239	-569.667421616	-701.922555609
-764.497538318	-509.506574716	-693.669166785
-732.696393333	-509.27198266	-676.906324074
-750.608026791	-561.428121461	-704.95714688
-681.723574799	-591.316048475	-702.194744372
-707.225434557	-485.629793695	-682.503667582
-777.705065831	-571.889894821	-702.559573651
-727.631345312	-539.221077098	-665.105656957
-733.658317781	-571.640866104	-709.525896346
-773.759427439	-563.637177588	-716.020814361
-667.999681898	-546.736285458	-671.262521385
-723.944920748	-546.589857739	-717.243967595
-647.385667486	-538.562335235	-711.53009497
-665.334972573	-572.666277002	-671.295168132
-759.53154807	-523.645621538	-679.625313581
-682.105284796	-516.813265801	-673.379160723
-715.876971788	-585.279173043	-711.618715159
-763.376585572	-537.751788396	-696.065571648
-780.078060458	-556.400349119	-738.681532943
-683.879040498	-533.329593256	-674.464173108
-669.141520778	-512.865140475	-675.119894434
-713.394180548	-542.026699413	-705.860983723
-676.276205218	-557.589969984	-670.949260849
-753.972100429	-520.306751611	-658.652452214
-746.314664222	-572.37513255	-703.3647864
-738.108878887	-541.873153528	-703.337271479
-760.964781394	-518.795811234	-671.925229991
-710.779509547	-552.923209245	-700.229613665
-779.979035159	-459.088175039	-630.096352573
-739.438309905	-509.058714417	-657.871462608
-753.873735253	-633.459636511	-755.573625144
-598.654809904	-511.317591206	-664.016204495
-736.230506532	-556.160635834	-708.367965903
-785.835291088	-542.054924276	-705.915280937
-714.422346382	-586.97412807	-721.806699117
-707.978669387	-541.005151382	-678.239772258
-789.609441225	-571.696744992	-696.102403698
-726.607361781	-522.311833391	-655.086771969
-721.802530739	-537.469688702	-675.463509259
-787.460173575	-584.092732753	-717.891304815
-661.662598973	-595.555289142	-697.56625561
-814.47111209	-577.797577547	-731.926557483
-706.446146693	-534.160163687	-644.552164692
-707.430362705	-516.866838764	-657.133434549
-712.58484822	-538.431914373	-665.894833853
-776.3991659	-545.057937632	-717.843608367
-779.717088268	-512.311768235	-720.235767227
